Record_number,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Ra_annual,Rh_annual,Rh_ratio,Mean.Temp.,ΔMean.Temp.,Stdev.Temp.30y,Mean.Precip.,ΔMean.Precip.,Stdev.Precip.30y,Latitude2,ΔMAT.Standardized,ΔMAP.Standardized,SOC_015,SOC_200
5276,2012,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,342.5,Temperate,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1129,635,635,0.562444641,17.88333333,1.778385417,0.597082159,70.33333333,-10.109375,17.73332441,34.98166667,2.978460152,-0.570077824,17640,3490
5277,2010.5,1,36.25,138.75,36.25 138.75,36.33,138.55,36.33 138.55,7517,1004,Temperate,Deciduous Forest,Deciduous,7.9,1198,IRGA,Exclusion,Mature,479,110,369,0.770354906,13.79166667,0.60390625,0.473348106,135.775,14.27005208,15.59783322,36.33,1.275818457,0.914874001,31080,11367
5280,2010,1,4.75,11.75,4.75 11.75,4.566666667,11.9,4.566666667 11.9,7553,100,Tropical,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Mature,800,170,630,0.7875,25.13333333,0.804427083,0.287078721,130.9916667,15.45729167,15.32957305,4.566666667,2.802113231,1.008331518,20178,2698
5281,2010,1,4.75,11.75,4.75 11.75,4.566666667,11.9,4.566666667 11.9,7553,100,Tropical,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Mature,1320,210,1110,0.840909091,25.13333333,0.804427083,0.287078721,130.9916667,15.45729167,15.32957305,4.566666667,2.802113231,1.008331518,52470,2698
5282,2010,1,4.75,11.75,4.75 11.75,4.566666667,11.9,4.566666667 11.9,7553,100,Tropical,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Mature,1650,210,1440,0.872727273,25.13333333,0.804427083,0.287078721,130.9916667,15.45729167,15.32957305,4.566666667,2.802113231,1.008331518,52470,2698
5283,2011,1,4.75,11.75,4.75 11.75,4.566666667,11.9,4.566666667 11.9,7553,100,Tropical,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Mature,1060,500,560,0.528301887,24.33333333,0.004427083,0.287078721,91.00833333,-24.52604167,15.32957305,4.566666667,0.015421148,-1.599916814,52470,2698
5284,2011,1,4.75,11.75,4.75 11.75,4.566666667,11.9,4.566666667 11.9,7553,100,Tropical,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Mature,1660,630,1030,0.620481928,24.33333333,0.004427083,0.287078721,91.00833333,-24.52604167,15.32957305,4.566666667,0.015421148,-1.599916814,52470,2698
5285,2011,1,4.75,11.75,4.75 11.75,4.566666667,11.9,4.566666667 11.9,7553,100,Tropical,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Mature,1920,650,1270,0.661458333,24.33333333,0.004427083,0.287078721,91.00833333,-24.52604167,15.32957305,4.566666667,0.015421148,-1.599916814,52470,2698
5419,2010,1,47.25,128.75,47.25 128.75,47.43,128.63,47.43 128.63,6984,240,Temperate,Grassland,Deciduous,1.5,550,Gas Chromatography,Comparison,Mature,205.6,27.3,178.3,0.867217899,-0.241666667,-0.897135417,0.566335617,51.025,-0.302604167,8.797189686,47.43,-1.584105589,-0.034397822,18972,16272
5420,2010,1,47.25,128.75,47.25 128.75,47.43,128.63,47.43 128.63,6984,240,Temperate,Grassland,Deciduous,1.5,550,Gas Chromatography,Comparison,Mature,107.4,0,107.4,1,-0.241666667,-0.897135417,0.566335617,51.025,-0.302604167,8.797189686,47.43,-1.584105589,-0.034397822,18972,16272
5421,2010,1,47.25,128.75,47.25 128.75,47.43,128.63,47.43 128.63,6984,240,Temperate,Agriculture,Deciduous,1.5,550,Gas Chromatography,Comparison,Mature,215.2,48.2,167,0.776022305,-0.241666667,-0.897135417,0.566335617,51.025,-0.302604167,8.797189686,47.43,-1.584105589,-0.034397822,18228,16272
5422,2010,1,47.25,128.75,47.25 128.75,47.43,128.63,47.43 128.63,6984,240,Temperate,Agriculture,Deciduous,1.5,550,Gas Chromatography,Comparison,Mature,315.1,86.5,228.6,0.725483973,-0.241666667,-0.897135417,0.566335617,51.025,-0.302604167,8.797189686,47.43,-1.584105589,-0.034397822,47530,16272
5423,2010,1,47.25,128.75,47.25 128.75,47.43,128.63,47.43 128.63,6984,240,Temperate,Agriculture,Deciduous,1.5,550,Gas Chromatography,Comparison,Mature,170.9,41.6,129.3,0.756582797,-0.241666667,-0.897135417,0.566335617,51.025,-0.302604167,8.797189686,47.43,-1.584105589,-0.034397822,47530,16272
5504,2011.5,1,36.75,129.25,36.75 129.25,36.85472222,129.0780556,36.85472222 129.0780556,7715,860,Temperate,Deciduous Forest,Deciduous,10.2,1387.8,IRGA,,Mature,625,306,319,0.5104,8.008333333,-0.527604167,0.515421578,108.8916667,21.6765625,19.9529135,36.85472222,-1.023636164,1.08638583,43456,33240
5506,2010.5,1,37.25,101.25,37.25 101.25,37.5,101.2,37.5 101.2,7898,3200,Temperate,Grassland,Deciduous,-1.416666667,41.90833333,IRGA,Exclusion,Mature,696,260,436,0.626436782,-1.416666667,0.357291667,0.353773334,41.90833333,-0.052864583,4.60186023,37.5,1.009945162,-0.011487655,38703,37765
5507,2011.5,1,37.25,101.25,37.25 101.25,37.5,101.2,37.5 101.2,7898,3200,Temperate,Grassland,Deciduous,-2.033333333,42.41666667,IRGA,Exclusion,Mature,694,249,445,0.641210375,-2.033333333,-0.259375,0.353773334,42.41666667,0.45546875,4.60186023,37.5,-0.733167188,0.09897492,74100,37765
5508,2012.5,1,37.25,101.25,37.25 101.25,37.5,101.2,37.5 101.2,7898,3200,Temperate,Grassland,Deciduous,-2.5,44.75833333,IRGA,Exclusion,Mature,721,319,402,0.557558946,-2.5,-0.726041667,0.353773334,44.75833333,2.797135417,4.60186023,37.5,-2.052279236,0.607827113,77691,37765
5510,2011,2,24.75,101.25,24.75 101.25,24.53,101.02,24.53 101.02,8088,2480,Subtropical,Others,,11.3,1778,IRGA,Exclusion,Mature,2062,928,1134,0.549951503,16.84583333,0.365885417,0.475992024,64.60416667,-13.23203125,14.42702065,24.53,0.768679722,-0.91717005,65580,28014
5524,2011,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,0,Mediterranean,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,1667,900,767,0.460107978,NA,NA,NA,NA,NA,NA,-34.13,NA,NA,52470,19236
5525,2011,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,0,Mediterranean,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,1111,478,633,0.569756976,NA,NA,NA,NA,NA,NA,-34.13,NA,NA,52470,19236
5526,2011,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,0,Mediterranean,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,384,230,154,0.401041667,NA,NA,NA,NA,NA,NA,-34.13,NA,NA,52470,19236
5527,2011,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,0,Mediterranean,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,371,119,252,0.679245283,NA,NA,NA,NA,NA,NA,-34.13,NA,NA,52470,19236
5528,2012,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,0,Mediterranean,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,1803,974,829,0.45978924,NA,NA,NA,NA,NA,NA,-34.13,NA,NA,52470,19236
5529,2012,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,0,Mediterranean,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,1034,445,589,0.569632495,NA,NA,NA,NA,NA,NA,-34.13,NA,NA,52470,19236
5530,2012,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,0,Mediterranean,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,455,273,182,0.4,NA,NA,NA,NA,NA,NA,-34.13,NA,NA,52470,19236
5531,2012,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,0,Mediterranean,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,414,132,282,0.68115942,NA,NA,NA,NA,NA,NA,-34.13,NA,NA,52470,19236
5535,2011,1,52.25,5.75,52.25 5.75,52.4,5.92,52.4 5.92,8439,25,Temperate,Others,Deciduous,10.01666667,1072,IRGA,Comparison,Mature,392,96,296,0.755102041,10.01666667,-0.206770833,0.739730457,71.14166667,-2.458333333,11.03554191,52.4,-0.27952186,-0.222765076,51604,59892
5536,2011,1,52.25,5.75,52.25 5.75,52.4,5.92,52.4 5.92,8439,25,Temperate,Others,Deciduous,10.01666667,1072,IRGA,Comparison,Mature,337,55,282,0.836795252,10.01666667,-0.206770833,0.739730457,71.14166667,-2.458333333,11.03554191,52.4,-0.27952186,-0.222765076,51604,59892
5537,2012,1,52.25,5.75,52.25 5.75,52.4,5.92,52.4 5.92,8439,25,Temperate,Others,Deciduous,10.23333333,1072,IRGA,Comparison,Mature,427,112,315,0.737704918,10.23333333,0.009895833,0.739730457,86.025,12.425,11.03554191,52.4,0.013377621,1.125907554,75620,59892
5538,2012,1,52.25,5.75,52.25 5.75,52.4,5.92,52.4 5.92,8439,25,Temperate,Others,Deciduous,10.23333333,1072,IRGA,Comparison,Mature,358,61,297,0.829608939,10.23333333,0.009895833,0.739730457,86.025,12.425,11.03554191,52.4,0.013377621,1.125907554,93404,59892
5567,2010.5,1,29.25,103.75,29.25 103.75,29.5,103.6,29.5 103.6,6548,398,Temperate,Evergreen Forest,Evergreen,15,1489.8,IRGA,Exclusion,Mature,427,208,87,0.203747073,12.78333333,0.527604167,0.484617217,108.8666667,-13.42630208,13.15254071,29.5,1.088702893,-1.020814334,39328,23936
5587,2008,2,45.75,-90.75,45.75 -90.75,45.62333333,-90.79666667,45.62333333 -90.79666667,6896,435.2,Temperate,Deciduous Forest,Deciduous,4.833333333,60.3125,IRGA,Mass balance,Mature,1018,436,582,0.571709234,4.833333333,-0.302864583,1.107648184,60.3125,-7.4609375,11.93527551,45.62333333,-0.273430307,-0.625116487,24696,1763
5622,2012.5,1,61.75,24.25,61.75 24.25,61.85,24.28,61.85 24.28,9151,180,Boreal,Evergreen Forest,Evergreen,3.5,711,IRGA,Temporal,Mature,841,280,561,0.66706302,3.4,-0.68046875,0.953355973,68.33333333,16.421875,7.216429439,61.85,-0.713761459,2.275623304,74839,18083
5623,2008.5,1,35.25,104.75,35.25 104.75,35.2,104.67,35.2 104.67,10266,1200,Temperate,Grassland,Deciduous,9.4,560,IRGA,Comparison,Mature,293,0,293,1,6.225,-0.277604167,0.495078025,41.01666667,0.4296875,7.630388911,35.2,-0.560728113,0.05631266,13404,5344
5624,2009.5,1,35.25,104.75,35.25 104.75,35.2,104.67,35.2 104.67,10266,1200,Temperate,Grassland,Deciduous,9.4,560,IRGA,Comparison,Mature,298,0,298,1,6.741666667,0.2390625,0.495078025,31.55,-9.036979167,7.630388911,35.2,0.482878431,-1.184340572,13404,5344
5625,2010.5,1,35.25,104.75,35.25 104.75,35.2,104.67,35.2 104.67,10266,1200,Temperate,Grassland,Deciduous,9.4,560,IRGA,Comparison,Mature,238,0,238,1,6.641666667,0.1390625,0.495078025,37.59166667,-2.9953125,7.630388911,35.2,0.280890068,-0.392550437,13404,5344
5626,2011.5,1,35.25,104.75,35.25 104.75,35.2,104.67,35.2 104.67,10266,1200,Temperate,Grassland,Deciduous,9.4,560,IRGA,Comparison,Mature,234,0,234,1,5.975,-0.527604167,0.495078025,40.35,-0.236979167,7.630388911,35.2,-1.065699021,-0.031057285,13404,5344
5627,2012.5,1,35.25,104.75,35.25 104.75,35.2,104.67,35.2 104.67,10266,1200,Temperate,Grassland,Deciduous,9.4,560,IRGA,Comparison,Mature,226,0,226,1,5.766666667,-0.7359375,0.495078025,43.89166667,3.3046875,7.630388911,35.2,-1.486508111,0.433095552,13404,5344
5628,2013.5,1,35.25,104.75,35.25 104.75,35.2,104.67,35.2 104.67,10266,1200,Temperate,Grassland,Deciduous,9.4,560,IRGA,Comparison,Mature,240,0,240,1,7.283333333,0.780729167,0.495078025,52.36666667,11.7796875,7.630388911,35.2,1.576982066,1.54378599,16584,5344
5632,2011.5,1.25,24.75,101.25,24.75 101.25,24.53,101.02,24.53 101.02,7491,2476,Subtropical,Evergreen Forest,Evergreen,11.3,1840,IRGA,Exclusion,Mature,1248,200,1048,0.83974359,15.24375,-1.236197917,0.475992024,51.525,-26.31119792,14.42702065,24.53,-2.597097965,-1.823744386,64380,28014
5675,2012,1,52.25,5.75,52.25 5.75,52.4,5.92,52.4 5.92,7100,25,Temperate,Others,Deciduous,10.1,1018,IRGA,Exclusion,Mature,435,113,322,0.740229885,10.23333333,0.009895833,0.739730457,86.025,12.425,11.03554191,52.4,0.013377621,1.125907554,81548,59892
5676,2012,1,52.25,5.75,52.25 5.75,52.4,5.92,52.4 5.92,7100,25,Temperate,Others,Deciduous,10.1,1018,IRGA,Exclusion,Mature,462,139,323,0.699134199,10.23333333,0.009895833,0.739730457,86.025,12.425,11.03554191,52.4,0.013377621,1.125907554,81548,59892
5677,2012,1,52.25,5.75,52.25 5.75,52.4,5.92,52.4 5.92,7100,25,Temperate,Others,Deciduous,10.1,1018,IRGA,Exclusion,Mature,650,325,325,0.5,10.23333333,0.009895833,0.739730457,86.025,12.425,11.03554191,52.4,0.013377621,1.125907554,81548,59892
5777,2008.5,1,58.25,12.25,58.25 12.25,58.38,12.15,58.38 12.15,7237,88,Temperate,Evergreen Forest,Evergreen,6.2,785,IRGA,Exclusion,Mature,1300,490,810,0.623076923,8.066666667,0.716145833,0.94425656,86.05,17.56302083,11.35336152,58.38,0.758422937,1.54694456,99789,29716
5783,2008.5,3,37.75,127.25,37.75 127.25,37.78361111,127.1769444,37.78361111 127.1769444,7282,425,Temperate,Evergreen Forest,Evergreen,11.3,1518,IRGA,Extraction,Mature,907,408,499,0.55016538,9.622222222,0.052951389,0.518551438,123.8222222,6.700607639,21.0870013,37.78361111,0.102114053,0.3177601,36036,17028
5784,2008.5,3,37.75,127.25,37.75 127.25,37.78361111,127.1769444,37.78361111 127.1769444,7282,425,Temperate,Evergreen Forest,Evergreen,11.3,1518,IRGA,Extraction,Mature,706,275,431,0.610481586,9.622222222,0.052951389,0.518551438,123.8222222,6.700607639,21.0870013,37.78361111,0.102114053,0.3177601,49881,17028
5785,2007,2,35.25,138.75,35.25 138.75,35.45,138.77,35.45 138.77,7289,1030,Temperate,Evergreen Forest,Evergreen,9.7,2025,IRGA,Extraction,Mature,610,190,420,0.68852459,11.18333333,0.22734375,0.528588508,171.2041667,-2.015364583,26.37078596,35.45,0.4300959,-0.076424138,95772,49362
5800,2005,3,45.25,127.75,45.25 127.75,45.34583333,127.5780556,45.34583333 127.5780556,7574,313.3,Temperate,Deciduous Forest,Deciduous,3.422222222,58.17222222,IRGA,Exclusion,Mature,561.6,96,465.6,0.829059829,3.422222222,0.032118056,0.713897797,58.17222222,2.617274306,8.535495832,45.34583333,0.044989711,0.306634126,91000,46988
5801,2005,3,45.25,127.75,45.25 127.75,45.34583333,127.5780556,45.34583333 127.5780556,7574,313.3,Temperate,Deciduous Forest,Deciduous,3.422222222,58.17222222,IRGA,Exclusion,Mature,561.6,105.6,456,0.811965812,3.422222222,0.032118056,0.713897797,58.17222222,2.617274306,8.535495832,45.34583333,0.044989711,0.306634126,80780,46988
5802,2006,3,45.25,127.75,45.25 127.75,45.34583333,127.5780556,45.34583333 127.5780556,7574,313.3,Temperate,Deciduous Forest,Deciduous,3.797222222,56.48055556,IRGA,Exclusion,Mature,538.8,91.2,447.6,0.830734967,3.797222222,0.407118056,0.713897797,56.48055556,0.925607639,8.535495832,45.34583333,0.570274986,0.108442164,84560,46988
5803,2006,3,45.25,127.75,45.25 127.75,45.34583333,127.5780556,45.34583333 127.5780556,7574,313.3,Temperate,Deciduous Forest,Deciduous,3.797222222,56.48055556,IRGA,Exclusion,Mature,535.2,99.6,435.6,0.813901345,3.797222222,0.407118056,0.713897797,56.48055556,0.925607639,8.535495832,45.34583333,0.570274986,0.108442164,83860,46988
5804,2007,3,45.25,127.75,45.25 127.75,45.34583333,127.5780556,45.34583333 127.5780556,7574,313.3,Temperate,Deciduous Forest,Deciduous,4.283333333,48.05277778,IRGA,Exclusion,Mature,537.6,90,447.6,0.832589286,4.283333333,0.893229167,0.713897797,48.05277778,-7.502170139,8.535495832,45.34583333,1.251200341,-0.878937825,89460,46988
5805,2007,3,45.25,127.75,45.25 127.75,45.34583333,127.5780556,45.34583333 127.5780556,7574,313.3,Temperate,Deciduous Forest,Deciduous,4.283333333,48.05277778,IRGA,Exclusion,Mature,537.6,100.8,436.8,0.8125,4.283333333,0.893229167,0.713897797,48.05277778,-7.502170139,8.535495832,45.34583333,1.251200341,-0.878937825,89460,46988
5812,2011.5,1,26.75,109.75,26.75 109.75,26.8,109.6,26.8 109.6,7582,320,Subtropical,Evergreen Forest,Evergreen,16.5,1200,IRGA,Comparison,Aggrading,511,103,408,0.798434442,16.64166667,-0.155989583,0.393655888,85.83333333,-28.4609375,15.65965452,26.8,-0.396258732,-1.817469055,42328,4542
5817,2008,2,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,7588,1400,Temperate,Grassland,Deciduous,-1.4,450.1,IRGA,Extraction,Aggrading,450.4,21.2,429,0.952486679,2.845833333,0.635677083,0.595708967,34.43333333,-4.201302083,6.056161704,42.5,1.067093361,-0.693723564,18972,24714
5818,2008,2,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,7588,1400,Temperate,Others,Deciduous,-1.4,450.1,IRGA,Extraction,Aggrading,479.5,112.7,366.8,0.764963504,2.845833333,0.635677083,0.595708967,34.43333333,-4.201302083,6.056161704,42.5,1.067093361,-0.693723564,40896,24714
5819,2008,2,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,7588,1400,Temperate,Evergreen Forest,Evergreen,-1.4,450.1,IRGA,Extraction,Aggrading,464.8,85.1,380,0.817555938,2.845833333,0.635677083,0.595708967,34.43333333,-4.201302083,6.056161704,42.5,1.067093361,-0.693723564,40896,24714
5820,2008,2,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,7588,1400,Temperate,Deciduous Forest,Deciduous,-1.4,450.1,IRGA,Extraction,Aggrading,513.7,123.3,390.2,0.759587308,2.845833333,0.635677083,0.595708967,34.43333333,-4.201302083,6.056161704,42.5,1.067093361,-0.693723564,52470,24714
5821,2008,2,42.25,117.25,42.25 117.25,42.5,117.35,42.5 117.35,7588,1400,Temperate,Deciduous Forest,Deciduous,-1.4,450.1,IRGA,Extraction,Mature,548.9,98.3,450.5,0.820732374,2.845833333,0.635677083,0.595708967,34.43333333,-4.201302083,6.056161704,42.5,1.067093361,-0.693723564,52470,24714
5824,2008.5,5,55.25,11.75,55.25 11.75,55.48694444,11.64583333,55.48694444 11.64583333,7613,36,Temperate,Deciduous Forest,Deciduous,8.5,564,IRGA,Mass balance,Mature,752,301,451,0.599734043,8.323333333,0.07984375,0.802626595,56.685,10.33552083,9.327837689,55.48694444,0.099478077,1.108029661,72090,65508
5850,2010.5,1,-4.25,39.75,-4.25 39.75,4.408888889,39.52305556,-4.408888889 39.52305556,7955,1008.4,Tropical,Evergreen Forest,Evergreen,NA,NA,Gas Chromatography,Comparison,Mature,971,1477,506,0.521112255,NA,NA,NA,NA,NA,NA,-4.408888889,NA,NA,28035,9198
5890,2013,1,36.75,128.25,36.75 128.25,36.85944444,128.2147222,36.85944444 128.2147222,8571,900,Temperate,Deciduous Forest,Deciduous,10.2,1387.8,IRGA,,Mature,731,373,358,0.489740082,10.18333333,-0.66015625,0.460714729,123.1333333,25.28723958,19.44176045,36.85944444,-1.432895907,1.300666143,52470,36192
5891,2006,4,42.75,-80.75,42.75 -80.75,42.66093611,-80.55951944,42.66093611 -80.55951944,8606,199.8,Temperate,Evergreen Forest,Evergreen,8,1036,IRGA,Exclusion,Aggrading,584,288,296,0.506849315,8.447916667,0.069791667,0.744615034,74.14166667,-2.595572917,12.90922651,42.66093611,0.093728522,-0.201063396,42328,4485
5892,2006,4,42.75,-80.25,42.75 -80.25,42.77441944,-80.458775,42.77441944 -80.458775,8606,229.8,Temperate,Evergreen Forest,Evergreen,8,1036,IRGA,Exclusion,Aggrading,523,287,236,0.45124283,8.2625,0.042708333,0.777843935,71.53541667,-1.541927083,11.4757865,42.77441944,0.054906044,-0.134363521,42328,2906
5893,2006,4,42.75,-80.25,42.75 -80.25,42.70681111,-80.34831389,42.70681111 -80.34831389,8606,218.8,Temperate,Evergreen Forest,Evergreen,8,1036,IRGA,Exclusion,Mature,540,252,288,0.533333333,8.2625,0.042708333,0.777843935,71.53541667,-1.541927083,11.4757865,42.70681111,0.054906044,-0.134363521,42328,44220
5894,2006,4,42.75,-80.25,42.75 -80.25,42.70977778,-80.3574,42.70977778 -80.3574,8606,219.8,Temperate,Evergreen Forest,Evergreen,8,1036,IRGA,Exclusion,Mature,542,262,280,0.516605166,8.2625,0.042708333,0.777843935,71.53541667,-1.541927083,11.4757865,42.70977778,0.054906044,-0.134363521,63168,30072
5895,2010.5,3,-1.75,-51.25,-53,1.72,-51.45,-53.17,8694,145,Tropical,Evergreen Forest,Evergreen,25.8,2311,IRGA,Exclusion,Mature,1599,993,606,0.378986867,NA,NA,NA,NA,NA,NA,-1.72,NA,NA,43395,18186
5896,2010.5,3,-1.75,-51.25,-53,1.72,-51.45,-53.17,8694,145,Tropical,Evergreen Forest,Evergreen,25.8,2311,IRGA,Exclusion,Mature,1534,761,773,0.503911343,NA,NA,NA,NA,NA,NA,-1.72,NA,NA,41316,18186
5903,2010.5,3,-13.25,-52.25,-65.5,13.07649722,-52.38579167,-65.46228889,8695,0,Tropical,Evergreen Forest,Evergreen,25,1770,IRGA,Exclusion,Mature,1447,330,1117,0.771941949,NA,NA,NA,NA,NA,NA,-13.07649722,NA,NA,42328,14250
5904,2010.5,3,-13.25,-52.25,-65.5,13.07649722,-52.38579167,-65.46228889,8695,0,Tropical,Evergreen Forest,Evergreen,25,1770,IRGA,Exclusion,Aggrading,1073,400,673,0.62721342,NA,NA,NA,NA,NA,NA,-13.07649722,NA,NA,42328,14250
5905,2010.5,3,-1.75,-51.25,-53,1.72,-51.45,-53.17,8696,145,Tropical,Evergreen Forest,Evergreen,NA,NA,IRGA,Exclusion,Aggrading,1429,1135,295,0.206438069,NA,NA,NA,NA,NA,NA,-1.72,NA,NA,41547,18186
5906,2010.5,3,-1.75,-51.25,-53,1.72,-51.45,-53.17,8696,145,Tropical,Evergreen Forest,Evergreen,NA,NA,IRGA,Exclusion,Aggrading,1675,1217,458,0.273432836,NA,NA,NA,NA,NA,NA,-1.72,NA,NA,25740,18186
5907,2010.5,2.5,-16.25,-62.75,-79,16.0158,-62.7301,-78.7459,8697,0,Tropical,Evergreen Forest,Evergreen,NA,NA,IRGA,Exclusion,Mature,1191,240,951,0.798488665,NA,NA,NA,NA,NA,NA,-16.0158,NA,NA,42328,14250
5908,2010.5,2.5,-16.25,-62.75,-79,16.0158,-62.7301,-78.7459,8697,0,Tropical,Evergreen Forest,Evergreen,NA,NA,IRGA,Exclusion,Mature,1287,440,847,0.658119658,NA,NA,NA,NA,NA,NA,-16.0158,NA,NA,42328,14250
5909,2010.5,2.5,-3.75,-73.25,-77,3.95,-73.43,-77.38,8698,145,Tropical,Evergreen Forest,Evergreen,NA,NA,IRGA,Exclusion,Mature,1812,443,1369,0.755518764,NA,NA,NA,NA,NA,NA,-3.95,NA,NA,14820,7380
5910,2010.5,2.5,-3.75,-73.25,-77,3.95,-73.43,-77.38,8698,145,Tropical,Evergreen Forest,Evergreen,NA,NA,IRGA,Exclusion,Mature,1818,638,1180,0.649064906,NA,NA,NA,NA,NA,NA,-3.95,NA,NA,27626,7380
5911,2008.5,6,-12.75,-69.25,-82,12.83028889,-69.27,-82.10028889,8699,0,Tropical,Evergreen Forest,Evergreen,NA,NA,IRGA,Exclusion,Mature,1211,507,708,0.584640793,NA,NA,NA,NA,NA,NA,-12.83028889,NA,NA,42328,14250
5912,2008.5,6,-12.75,-69.25,-82,12.83028889,-69.27,-82.10028889,8699,0,Tropical,Evergreen Forest,Evergreen,NA,NA,IRGA,Exclusion,Mature,1097,462,634,0.577939836,NA,NA,NA,NA,NA,NA,-12.83028889,NA,NA,42328,14250
5913,2009.5,5,-13.25,-71.75,-85,13.049,-71.537,-84.586,8700,1500,Tropical,Evergreen Forest,Evergreen,18.8,5302,IRGA,Exclusion,Mature,1342,879,463,0.345007452,NA,NA,NA,NA,NA,NA,-13.049,NA,NA,42328,14250
5914,2010.5,3,-13.25,-71.75,-85,13.047,-71.542,-84.589,8700,1750,Tropical,Evergreen Forest,Evergreen,17.4,5302,IRGA,Exclusion,Mature,1047,610,437,0.417382999,NA,NA,NA,NA,NA,NA,-13.047,NA,NA,42328,14250
5915,2014,1,37.25,127.75,37.25 127.75,37.44,127.9,37.44 127.9,8866,172,Temperate,Deciduous Forest,Deciduous,12.8,1571.6,IRGA,Exclusion,Mature,582,221,361,0.620274914,12.25833333,0.54609375,0.559863375,91.50833333,-10.45260417,21.25531888,37.44,0.975405383,-0.491764166,28727,11904
5932,2011.5,1,29.75,113.75,29.75 113.75,29.67,113.83,29.67 113.83,9177,161,Subtropical,Evergreen Forest,Evergreen,16.9,1430,IRGA,Exclusion,Mature,897,261,636,0.7090301,16.73333333,-0.446875,0.488820093,97.98333333,-37.10234375,18.66516144,29.67,-0.914191145,-1.987785847,25001,10311
5957,2010,1,30.75,103.25,30.75 103.25,30.73,103.45,30.73 103.45,9501,968,Subtropical,Evergreen Forest,Evergreen,15.2,1243,IRGA,Exclusion,Mature,1083.47,561.97,521.5,0.481323895,12.00833333,-0.180208333,0.438114283,85.40833333,1.616145833,9.017788601,30.73,-0.411327227,0.179217534,34500,11862
5980,1993.5,2.5,39.75,115.25,39.75 115.25,39.95166667,115.4275,39.95166667 115.4275,9094,1350,Tropical,Deciduous Forest,Deciduous,4.8,611.9,IRGA,,Aggrading,309,31,278,0.899676375,9.516666667,1.63046875,0.572297706,54.59666667,7.757083333,6.423287629,39.95166667,2.848987043,1.207650004,41400,18109
5981,1993.5,2.5,39.75,115.25,39.75 115.25,39.95722222,115.4247222,39.95722222 115.4247222,9094,1150,Tropical,Deciduous Forest,Deciduous,4.8,611.9,IRGA,,Aggrading,390,41,349,0.894871795,9.516666667,1.63046875,0.572297706,54.59666667,7.757083333,6.423287629,39.95722222,2.848987043,1.207650004,63250,28200
5982,1993.5,2.5,39.75,115.75,39.75 115.75,39.95944444,115.5277778,39.95944444 115.5277778,9094,1050,Tropical,Evergreen Forest,Evergreen,4.8,611.9,IRGA,,Aggrading,237,56,181,0.76371308,12.61,1.713645833,0.453063663,64.15333333,9.899427083,7.70745636,39.95944444,3.782351077,1.284396125,29274,14250
5990,2008,1,31.75,102.75,31.75 102.75,31.78,102.7,31.78 102.7,9674,3215,Temperate,Evergreen Forest,Evergreen,7.27,687.3,IRGA,Exclusion,Mature,1004,348,656,0.653386454,3.508333333,0.192447917,0.450564514,57.125,-7.686979167,7.214598627,31.78,0.427126218,-1.065475651,78064,19488
5991,2008,1,31.75,102.75,31.75 102.75,31.78,102.7,31.78 102.7,9674,3207,Temperate,Evergreen Forest,Evergreen,7.27,687.3,IRGA,Exclusion,Mature,792,249,543,0.685606061,3.508333333,0.192447917,0.450564514,57.125,-7.686979167,7.214598627,31.78,0.427126218,-1.065475651,78064,19488
